Term,RGB,,,,
call 0x59f3,"rgb(219, 188, 147)",,,,
rbx 0x7ff00000,"rgb(219, 187, 148)",,,,
call 0x6fabe,"rgb(219, 186, 149)",,,,
jmp 0x239a8,"rgb(219, 185, 150)",,,,
jmp 0x2218,"rgb(219, 184, 151)",,,,
jmp 0x1fef,"rgb(219, 183, 152)",,,,
je 0x1860,"rgb(219, 182, 153)",,,,
jmp 0x1eb0,"rgb(219, 181, 154)",,,,
eax 0xf0,"rgb(219, 180, 155)",,,,
call 0x15390,"rgb(219, 179, 156)",,,,
je 0x17a8,"rgb(219, 178, 157)",,,,
je 0x17a0,"rgb(219, 177, 158)",,,,
rbp -3,"rgb(219, 176, 159)",,,,
rbp 7,"rgb(219, 175, 160)",,,,
jmp 0x4588,"rgb(219, 174, 161)",,,,
rsp 0x498,"rgb(219, 173, 162)",,,,
call 0xb280,"rgb(219, 172, 163)",,,,
rbx 0x1f,"rgb(219, 171, 164)",,,,
+ 0x8c00000],"rgb(219, 170, 165)",,,,
jmp 0x7649,"rgb(218, 195, 141)",,,,
call 0x1a1a0,"rgb(218, 194, 142)",,,,
call 0x1a8c0,"rgb(218, 193, 143)",,,,
jmp 0x84d8,"rgb(218, 192, 144)",,,,
esi [esp,"rgb(218, 191, 145)",,,,
al 0xfb,"rgb(218, 190, 146)",,,,
jmp 0x3a69,"rgb(218, 189, 147)",,,,
al 0xd8,"rgb(218, 188, 148)",,,,
jmp 0x3477,"rgb(218, 187, 149)",,,,
rax 0x60,"rgb(218, 186, 150)",,,,
rax 0x666666666666666,"rgb(218, 185, 151)",,,,
jmp 0x303c,"rgb(218, 184, 152)",,,,
rax 0xcccccccccccccccd,"rgb(218, 183, 153)",,,,
0x754] eax,"rgb(218, 182, 154)",,,,
rax 0xffff,"rgb(218, 181, 155)",,,,
and r9b,"rgb(218, 180, 156)",,,,
je 0x14c0,"rgb(218, 179, 157)",,,,
jae 0xdea8,"rgb(218, 178, 158)",,,,
call 0x1601,"rgb(218, 177, 159)",,,,
jmp 0x4cb8,"rgb(218, 176, 160)",,,,
al 0x31,"rgb(218, 175, 161)",,,,
jmp 0x4b57,"rgb(218, 174, 162)",,,,
jmp 0x4ac0,"rgb(218, 173, 163)",,,,
call 0x15f94,"rgb(218, 172, 164)",,,,
+ 0x898],"rgb(218, 171, 165)",,,,
jmp 0x43fd,"rgb(217, 195, 142)",,,,
jmp 0x44c7,"rgb(217, 194, 143)",,,,
jmp 0x63f3,"rgb(217, 193, 144)",,,,
jmp 0x459d,"rgb(217, 192, 145)",,,,
jmp 0x45d0,"rgb(217, 191, 146)",,,,
call 0x15866,"rgb(217, 190, 147)",,,,
[rsi] ebp,"rgb(217, 189, 148)",,,,
je 0x2300,"rgb(217, 188, 149)",,,,
je 0x6c91,"rgb(217, 187, 150)",,,,
je 0x6db1,"rgb(217, 186, 151)",,,,
call 0x13434,"rgb(217, 185, 152)",,,,
je 0x7a11,"rgb(217, 184, 153)",,,,
+ 0xc0118],"rgb(217, 183, 154)",,,,
+ 0xc0108],"rgb(217, 182, 155)",,,,
+ 0xeb178],"rgb(217, 181, 156)",,,,
+ 0x871],"rgb(217, 180, 157)",,,,
+ 0x940],"rgb(217, 179, 158)",,,,
jmp 0x322f,"rgb(217, 178, 159)",,,,
call 0x16ee0,"rgb(217, 177, 160)",,,,
jmp 0x2cb0,"rgb(217, 176, 161)",,,,
+ 0x968],"rgb(217, 175, 162)",,,,
je 0x17d0,"rgb(217, 174, 163)",,,,
je 0x149e,"rgb(217, 173, 164)",,,,
je 0x4eb0,"rgb(217, 172, 165)",,,,
0x18] 0xffff7fff,"rgb(216, 195, 143)",,,,
je 0x3770,"rgb(216, 194, 144)",,,,
je 0x3590,"rgb(216, 193, 145)",,,,
je 0x3510,"rgb(216, 192, 146)",,,,
je 0x2e00,"rgb(216, 191, 147)",,,,
call 0x122e0,"rgb(216, 190, 148)",,,,
+ 0xd90],"rgb(216, 189, 149)",,,,
je 0x18b0,"rgb(216, 188, 150)",,,,
al 0x6f,"rgb(216, 187, 151)",,,,
jmp 0x6047,"rgb(216, 186, 152)",,,,
je 0x2400,"rgb(216, 185, 153)",,,,
idiv r8,"rgb(216, 184, 154)",,,,
call 0x19350,"rgb(216, 183, 155)",,,,
jmp 0x6ae9,"rgb(216, 182, 156)",,,,
call 0x11221,"rgb(216, 181, 157)",,,,
jmp 0x168f,"rgb(216, 180, 158)",,,,
jmp 0x14d8,"rgb(216, 179, 159)",,,,
je 0x1bf0,"rgb(216, 178, 160)",,,,
je 0x1d20,"rgb(216, 177, 161)",,,,
call 0x10250,"rgb(216, 176, 162)",,,,
call 0x105a0,"rgb(216, 175, 163)",,,,
jmp 0x116c0,"rgb(216, 174, 164)",,,,
+ 0xcc148],"rgb(216, 173, 165)",,,,
call 0x129f0,"rgb(215, 195, 144)",,,,
je 0x1248,"rgb(215, 194, 145)",,,,
[rsp] xmm0,"rgb(215, 193, 146)",,,,
je 0x2c90,"rgb(215, 192, 147)",,,,
+ 0x848],"rgb(215, 191, 148)",,,,
je 0x13e0,"rgb(215, 190, 149)",,,,
call 0x16b40,"rgb(215, 189, 150)",,,,
je 0x3970,"rgb(215, 188, 151)",,,,
jmp 0x10839,"rgb(215, 187, 152)",,,,
call 0x109e0,"rgb(215, 186, 153)",,,,
call 0x10a70,"rgb(215, 185, 154)",,,,
call 0x10cd4,"rgb(215, 184, 155)",,,,
je 0xa104,"rgb(215, 183, 156)",,,,
call 0x13620,"rgb(215, 182, 157)",,,,
je 0x9321,"rgb(215, 181, 158)",,,,
je 0x2140,"rgb(215, 180, 159)",,,,
0x170] 0,"rgb(215, 179, 160)",,,,
je 0x2710,"rgb(215, 178, 161)",,,,
je 0x57f0,"rgb(215, 177, 162)",,,,
bnd jae,"rgb(215, 176, 163)",,,,
je 0x23d0,"rgb(215, 175, 164)",,,,
call 0x131a0,"rgb(215, 174, 165)",,,,
je 0x65b0,"rgb(214, 195, 145)",,,,
je 0x8e41,"rgb(214, 194, 146)",,,,
eax 0x86,"rgb(214, 193, 147)",,,,
8] mm5,"rgb(214, 192, 148)",,,,
call 0x2690,"rgb(214, 191, 149)",,,,
ptr [0x40825c],"rgb(214, 190, 150)",,,,
ptr [0x409040],"rgb(214, 189, 151)",,,,
call 0x26fd0,"rgb(214, 188, 152)",,,,
ptr [0x40e024],"rgb(214, 187, 153)",,,,
+ 0xba8],"rgb(214, 186, 154)",,,,
jmp 0x102b8,"rgb(214, 185, 155)",,,,
je 0x2a20,"rgb(214, 184, 156)",,,,
je 0x40b0,"rgb(214, 183, 157)",,,,
jg 0xc8a0,"rgb(214, 182, 158)",,,,
je 0x3fb0,"rgb(214, 181, 159)",,,,
je 0x3a20,"rgb(214, 180, 160)",,,,
je 0x39e0,"rgb(214, 179, 161)",,,,
call 0x137b0,"rgb(214, 178, 162)",,,,
call 0x2430,"rgb(214, 177, 163)",,,,
ebx 0x3ff,"rgb(214, 176, 164)",,,,
pop r8,"rgb(214, 175, 165)",,,,
[r13] 0x30,"rgb(213, 195, 146)",,,,
ebx 0x8000,"rgb(213, 194, 147)",,,,
call 0x20e0,"rgb(213, 193, 148)",,,,
ebx [rbp,"rgb(213, 192, 149)",,,,
esi [edx,"rgb(213, 191, 150)",,,,
9] rdx,"rgb(213, 190, 151)",,,,
call 0x14640,"rgb(213, 189, 152)",,,,
jmp 0x1c98,"rgb(213, 188, 153)",,,,
eax [eax*4,"rgb(213, 187, 154)",,,,
je 0x1950,"rgb(213, 186, 155)",,,,
bpl 0x2d,"rgb(213, 185, 156)",,,,
jmp 0x17568,"rgb(213, 184, 157)",,,,
ptr [0x40003c],"rgb(213, 183, 158)",,,,
call 0x34e0,"rgb(213, 182, 159)",,,,
ptr [0x410c70],"rgb(213, 181, 160)",,,,
push -0xa,"rgb(213, 180, 161)",,,,
divsd xmm2,"rgb(213, 179, 162)",,,,
punpcklwd xmm5,"rgb(213, 178, 163)",,,,
call 0x3260,"rgb(213, 177, 164)",,,,
1] dil,"rgb(213, 176, 165)",,,,
1] r10b,"rgb(212, 195, 147)",,,,
punpckhwd xmm2,"rgb(212, 194, 148)",,,,
jle 0x12d8,"rgb(212, 193, 149)",,,,
je 0x1f90,"rgb(212, 192, 150)",,,,
[esi*4 +,"rgb(212, 191, 151)",,,,
je 0xfa11,"rgb(212, 190, 152)",,,,
je 0xf9cd,"rgb(212, 189, 153)",,,,
je 0xdb46,"rgb(212, 188, 154)",,,,
ebx 0x104,"rgb(212, 187, 155)",,,,
call 0x3060,"rgb(212, 186, 156)",,,,
ptr ds:[eax],"rgb(212, 185, 157)",,,,
punpckhwd mm7,"rgb(212, 184, 158)",,,,
call 0x3040,"rgb(212, 183, 159)",,,,
ptr [0xc24844],"rgb(212, 182, 160)",,,,
+ 0x494],"rgb(212, 181, 161)",,,,
call 0x2b10,"rgb(212, 180, 162)",,,,
eax 0x48,"rgb(212, 179, 163)",,,,
ptr [0x423224],"rgb(212, 178, 164)",,,,
eax] ecx,"rgb(212, 177, 165)",,,,
eax] dl,"rgb(211, 195, 148)",,,,
1] 0x6e,"rgb(211, 194, 149)",,,,
8] xmm1,"rgb(211, 193, 150)",,,,
call 0x2600,"rgb(211, 192, 151)",,,,
ptr [0x400000],"rgb(211, 191, 152)",,,,
call 0x3594,"rgb(211, 190, 153)",,,,
esi 0x41,"rgb(211, 189, 154)",,,,
[rcx] ebp,"rgb(211, 188, 155)",,,,
jne 0x13317,"rgb(211, 187, 156)",,,,
call 0x1b420,"rgb(211, 186, 157)",,,,
[rcx] -1,"rgb(211, 185, 158)",,,,
call 0x1b5d0,"rgb(211, 184, 159)",,,,
endbr64,"rgb(211, 183, 160)",,,,
[rbx] sil,"rgb(211, 182, 161)",,,,
jne 0x18e0,"rgb(211, 181, 162)",,,,
por xmm4,"rgb(211, 180, 163)",,,,
ebp [r9,"rgb(211, 179, 164)",,,,
punpckhbw xmm5,"rgb(211, 178, 165)",,,,
ebx -,"rgb(210, 195, 149)",,,,
[r10] r9d,"rgb(210, 194, 150)",,,,
pshufd xmm2,"rgb(210, 193, 151)",,,,
2] r8b,"rgb(210, 192, 152)",,,,
jmp 0xac6c,"rgb(210, 191, 153)",,,,
+ 0x73e],"rgb(210, 190, 154)",,,,
[rdx*8 +,"rgb(210, 189, 155)",,,,
[rdx] 0x2f,"rgb(210, 188, 156)",,,,
+ 0x780],"rgb(210, 187, 157)",,,,
esi 0xff,"rgb(210, 186, 158)",,,,
jmp 0x99e8,"rgb(210, 185, 159)",,,,
esi 0xffff,"rgb(210, 184, 160)",,,,
jmp 0x8dbd,"rgb(210, 183, 161)",,,,
ptr [0x41203c],"rgb(210, 182, 162)",,,,
call 0x3320,"rgb(210, 181, 163)",,,,
jmp 0xe72d,"rgb(210, 180, 164)",,,,
call 0x3634,"rgb(210, 179, 165)",,,,
push 0x33,"rgb(209, 195, 150)",,,,
push 0x2f,"rgb(209, 194, 151)",,,,
esi 0x64,"rgb(209, 193, 152)",,,,
edx xmm0,"rgb(209, 192, 153)",,,,
ecx 0x80070216,"rgb(209, 191, 154)",,,,
mm2 0x10,"rgb(209, 190, 155)",,,,
[r9] r8w,"rgb(209, 189, 156)",,,,
[rax*4 -,"rgb(209, 188, 157)",,,,
js 0x3780,"rgb(209, 187, 158)",,,,
0x11] dl,"rgb(209, 186, 159)",,,,
jne 0x6040,"rgb(209, 185, 160)",,,,
0x1e0] rax,"rgb(209, 184, 161)",,,,
0x20] si,"rgb(209, 183, 162)",,,,
punpckhbw xmm6,"rgb(209, 182, 163)",,,,
jmp 0xc868,"rgb(209, 181, 164)",,,,
eax 0x100000,"rgb(209, 180, 165)",,,,
1] rcx,"rgb(208, 195, 151)",,,,
eax 0x10000000,"rgb(208, 194, 152)",,,,
jmp 0xbe28,"rgb(208, 193, 153)",,,,
edi 0x7f,"rgb(208, 192, 154)",,,,
jne 0x2018,"rgb(208, 191, 155)",,,,
edx 0xa9,"rgb(208, 190, 156)",,,,
[rbx] cx,"rgb(208, 189, 157)",,,,
jne 0x1c30,"rgb(208, 188, 158)",,,,
edx 0xffffffef,"rgb(208, 187, 159)",,,,
jne 0x1a40,"rgb(208, 186, 160)",,,,
edx r12b,"rgb(208, 185, 161)",,,,
mm5 8,"rgb(208, 184, 162)",,,,
not qword,"rgb(208, 183, 163)",,,,
jmp 0xd718,"rgb(208, 182, 164)",,,,
call 0x7770,"rgb(208, 181, 165)",,,,
jmp 0xc6bd,"rgb(207, 195, 152)",,,,
jmp 0xc0b8,"rgb(207, 194, 153)",,,,
jne 0x21d0,"rgb(207, 193, 154)",,,,
[r15] al,"rgb(207, 192, 155)",,,,
[r15] r9w,"rgb(207, 191, 156)",,,,
mulss xmm3,"rgb(207, 190, 157)",,,,
movq xmm3,"rgb(207, 189, 158)",,,,
movq rdi,"rgb(207, 188, 159)",,,,
ecx 0x6e,"rgb(207, 187, 160)",,,,
jne 0x3003,"rgb(207, 186, 161)",,,,
call 0xdbb0,"rgb(207, 185, 162)",,,,
call 0x9028,"rgb(207, 184, 163)",,,,
call 0x56e0,"rgb(207, 183, 164)",,,,
call 0x7130,"rgb(207, 182, 165)",,,,
vpaddd xmm7,"rgb(206, 195, 153)",,,,
call 0x87a0,"rgb(206, 194, 154)",,,,
cmovne ax,"rgb(206, 193, 155)",,,,
call 0x3660,"rgb(206, 192, 156)",,,,
r10*8 +,"rgb(206, 191, 157)",,,,
call 0x37e0,"rgb(206, 190, 158)",,,,
r10b 7,"rgb(206, 189, 159)",,,,
call 0x4080,"rgb(206, 188, 160)",,,,
cmovb r12d,"rgb(206, 187, 161)",,,,
0xe0] r11d,"rgb(206, 186, 162)",,,,
cmova r13,"rgb(206, 185, 163)",,,,
call 0x5530,"rgb(206, 184, 164)",,,,
xmm0 xmm10,"rgb(206, 183, 165)",,,,
xmm1 r10d,"rgb(205, 195, 154)",,,,
0xd0] xmm0,"rgb(205, 194, 155)",,,,
call 0x8030,"rgb(205, 193, 156)",,,,
0xd0] rsi,"rgb(205, 192, 157)",,,,
- 0x9a],"rgb(205, 191, 158)",,,,
0x68] r9d,"rgb(205, 190, 159)",,,,
je 0x4114,"rgb(205, 189, 160)",,,,
call 0x38f4,"rgb(205, 188, 161)",,,,
call 0x14250,"rgb(205, 187, 162)",,,,
call 0xb3d8,"rgb(205, 186, 163)",,,,
jmp 0x8348,"rgb(205, 185, 164)",,,,
call 0xe99e,"rgb(205, 184, 165)",,,,
rdi -3,"rgb(235, 183, 135)",,,,
r8d 0x6c,"rgb(235, 182, 136)",,,,
call 0x3890,"rgb(235, 181, 137)",,,,
rdi 0x1e,"rgb(235, 180, 138)",,,,
je 0x20c0,"rgb(235, 179, 139)",,,,
jne 0x1348,"rgb(235, 178, 140)",,,,
call 0xb380,"rgb(235, 177, 141)",,,,
call 0x1304,"rgb(235, 176, 142)",,,,
+ 0x990],"rgb(235, 175, 143)",,,,
0x72] ah,"rgb(235, 174, 144)",,,,
rdi*2] ax,"rgb(235, 173, 145)",,,,
jne 0x1520,"rgb(235, 172, 146)",,,,
call 0x8020,"rgb(235, 171, 147)",,,,
ptr [0x44758c],"rgb(235, 170, 148)",,,,
maxsd xmm1,"rgb(235, 169, 149)",,,,
+ 0xac3a],"rgb(235, 168, 150)",,,,
0x61] edx,"rgb(235, 167, 151)",,,,
0x60] r12d,"rgb(235, 166, 152)",,,,
jb 0x120d5,"rgb(235, 165, 153)",,,,
jmp 0x3130,"rgb(234, 184, 135)",,,,
call 0x405c,"rgb(234, 183, 136)",,,,
jmp 0x6870,"rgb(234, 182, 137)",,,,
0x800] al,"rgb(234, 181, 138)",,,,
0x78] ebx,"rgb(234, 180, 139)",,,,
call 0x32b0,"rgb(234, 179, 140)",,,,
call 0x2dc0,"rgb(234, 178, 141)",,,,
call 0xea30,"rgb(234, 177, 142)",,,,
0x9c] ebx,"rgb(234, 176, 143)",,,,
je 0x41d0,"rgb(234, 175, 144)",,,,
jmp 0x1c2f,"rgb(234, 174, 145)",,,,
+ 0x4dd4],"rgb(234, 173, 146)",,,,
jmp 0x10f0,"rgb(234, 172, 147)",,,,
call 0x40b8,"rgb(234, 171, 148)",,,,
- 0xd8],"rgb(234, 170, 149)",,,,
call 0x11ef,"rgb(234, 169, 150)",,,,
0x68] edx,"rgb(234, 168, 151)",,,,
r14d 0x40,"rgb(234, 167, 152)",,,,
r14b 0x40,"rgb(234, 166, 153)",,,,
call 0x8370,"rgb(234, 165, 154)",,,,
call 0xb3e0,"rgb(233, 185, 135)",,,,
call 0x34790,"rgb(233, 184, 136)",,,,
call 0x10090,"rgb(233, 183, 137)",,,,
+ 0xad8],"rgb(233, 182, 138)",,,,
je 0x1200,"rgb(233, 181, 139)",,,,
vpshufb xmm3,"rgb(233, 180, 140)",,,,
vpshufb xmm2,"rgb(233, 179, 141)",,,,
vpshufb xmm1,"rgb(233, 178, 142)",,,,
vpshufb xmm0,"rgb(233, 177, 143)",,,,
call 0x80e0,"rgb(233, 176, 144)",,,,
jmp 0x1bb0,"rgb(233, 175, 145)",,,,
+ 0x2040],"rgb(233, 174, 146)",,,,
+ 0x1cc],"rgb(233, 173, 147)",,,,
rdx 0x7fffffff,"rgb(233, 172, 148)",,,,
call 0x86b0,"rgb(233, 171, 149)",,,,
0xb0] 0xf,"rgb(233, 170, 150)",,,,
0xac] edi,"rgb(233, 169, 151)",,,,
call 0x2d30,"rgb(233, 168, 152)",,,,
0x10] r12b,"rgb(233, 167, 153)",,,,
call 0x41e0,"rgb(233, 166, 154)",,,,
0x10] xmm4,"rgb(233, 165, 155)",,,,
push 0x2000,"rgb(232, 186, 135)",,,,
push 0x1e,"rgb(232, 185, 136)",,,,
call 0x2280,"rgb(232, 184, 137)",,,,
jmp 0x4260,"rgb(232, 183, 138)",,,,
jmp 0x199f,"rgb(232, 182, 139)",,,,
rbx] rax,"rgb(232, 181, 140)",,,,
0x58] r12b,"rgb(232, 180, 141)",,,,
call 0x8c38,"rgb(232, 179, 142)",,,,
jmp 0xe8bd,"rgb(232, 178, 143)",,,,
call 0xb462,"rgb(232, 177, 144)",,,,
rdi 0x34,"rgb(232, 176, 145)",,,,
0x80] rbp,"rgb(232, 175, 146)",,,,
0x80] edx,"rgb(232, 174, 147)",,,,
call 0xe040,"rgb(232, 173, 148)",,,,
ptr [0x447678],"rgb(232, 172, 149)",,,,
call 0x3cd8,"rgb(232, 171, 150)",,,,
je 0x6370,"rgb(232, 170, 151)",,,,
bl sil,"rgb(232, 169, 152)",,,,
jmp 0x4580,"rgb(232, 168, 153)",,,,
fadd st(0),"rgb(232, 167, 154)",,,,
4] 0x40,"rgb(232, 166, 155)",,,,
call 0xae90,"rgb(232, 165, 156)",,,,
fcompi st(3),"rgb(231, 187, 135)",,,,
2] r9w,"rgb(231, 186, 136)",,,,
cl 0x39,"rgb(231, 185, 137)",,,,
+ 0x25c],"rgb(231, 184, 138)",,,,
jne 0x18c0,"rgb(231, 183, 139)",,,,
je 0x2450,"rgb(231, 182, 140)",,,,
+ 0x4e4],"rgb(231, 181, 141)",,,,
call 0x21e0,"rgb(231, 180, 142)",,,,
rbx] 0x20,"rgb(231, 179, 143)",,,,
xmm2 xmm9,"rgb(231, 178, 144)",,,,
call 0x122d0,"rgb(231, 177, 145)",,,,
call 0x21918,"rgb(231, 176, 146)",,,,
+ 0x864],"rgb(231, 175, 147)",,,,
call 0x8992,"rgb(231, 174, 148)",,,,
+ 0x84c],"rgb(231, 173, 149)",,,,
eax 0xc000,"rgb(231, 172, 150)",,,,
call 0x2631c,"rgb(231, 171, 151)",,,,
rcx 0xb0,"rgb(231, 170, 152)",,,,
jmp 0x1f70,"rgb(231, 169, 153)",,,,
- 0x190],"rgb(231, 168, 154)",,,,
+ 0x4ee],"rgb(231, 167, 155)",,,,
+ 0xac6a],"rgb(231, 166, 156)",,,,
jmp 0x706b,"rgb(231, 165, 157)",,,,
r14 [r13,"rgb(230, 188, 135)",,,,
call 0x8bf0,"rgb(230, 187, 136)",,,,
xmm2 0x10,"rgb(230, 186, 137)",,,,
0xc] 0x40,"rgb(230, 185, 138)",,,,
- 0x442],"rgb(230, 184, 139)",,,,
call 0xef84,"rgb(230, 183, 140)",,,,
call 0xeee0,"rgb(230, 182, 141)",,,,
+ 0xc20],"rgb(230, 181, 142)",,,,
je 0x3f70,"rgb(230, 180, 143)",,,,
r14] al,"rgb(230, 179, 144)",,,,
xmm0 rbx,"rgb(230, 178, 145)",,,,
call 0x8b30,"rgb(230, 177, 146)",,,,
jne 0x7e40,"rgb(230, 176, 147)",,,,
call 0xdfe0,"rgb(230, 175, 148)",,,,
call 0xe010,"rgb(230, 174, 149)",,,,
call 0x21b8,"rgb(230, 173, 150)",,,,
1] 0x76,"rgb(230, 172, 151)",,,,
je 0x24f0,"rgb(230, 171, 152)",,,,
1] 0x4f,"rgb(230, 170, 153)",,,,
call 0x8a00,"rgb(230, 169, 154)",,,,
call 0xf9f0,"rgb(230, 168, 155)",,,,
call 0x24df0,"rgb(230, 167, 156)",,,,
punpckhbw xmm1,"rgb(230, 166, 157)",,,,
je 0x3ed0,"rgb(230, 165, 158)",,,,
call 0x25210,"rgb(229, 189, 135)",,,,
call 0x2530,"rgb(229, 188, 136)",,,,
jmp 0x1a337,"rgb(229, 187, 137)",,,,
bt r12,"rgb(229, 186, 138)",,,,
0xd0] rcx,"rgb(229, 185, 139)",,,,
rcx -0x80,"rgb(229, 184, 140)",,,,
call 0x2380,"rgb(229, 183, 141)",,,,
call 0x23a4,"rgb(229, 182, 142)",,,,
call 0xfc10,"rgb(229, 181, 143)",,,,
call 0xf100,"rgb(229, 180, 144)",,,,
call 0x8840,"rgb(229, 179, 145)",,,,
ptr [0x408250],"rgb(229, 178, 146)",,,,
jne 0x3390,"rgb(229, 177, 147)",,,,
je 0x1df0,"rgb(229, 176, 148)",,,,
0x28] si,"rgb(229, 175, 149)",,,,
je 0x8070,"rgb(229, 174, 150)",,,,
xmm4 7,"rgb(229, 173, 151)",,,,
call 0x11500,"rgb(229, 172, 152)",,,,
je 0x1dd0,"rgb(229, 171, 153)",,,,
+ 0xcc0],"rgb(229, 170, 154)",,,,
punpcklwd xmm4,"rgb(229, 169, 155)",,,,
ecx 0xc8,"rgb(229, 168, 156)",,,,
call 0xaf40,"rgb(229, 167, 157)",,,,
cl 0x25,"rgb(229, 166, 158)",,,,
- 0x278],"rgb(229, 165, 159)",,,,
0xe] 0,"rgb(228, 190, 135)",,,,
xmm10 xmm4,"rgb(228, 189, 136)",,,,
+ 0x496ba],"rgb(228, 188, 137)",,,,
ptr [0x40e0b0],"rgb(228, 187, 138)",,,,
ptr [0x40e070],"rgb(228, 186, 139)",,,,
rsp 0x1d0,"rgb(228, 185, 140)",,,,
call 0x61b0,"rgb(228, 184, 141)",,,,
sil dl,"rgb(228, 183, 142)",,,,
jmp 0x12a30,"rgb(228, 182, 143)",,,,
ptr [0x40e028],"rgb(228, 181, 144)",,,,
call 0x13aec,"rgb(228, 180, 145)",,,,
0xe0118] rdi,"rgb(228, 179, 146)",,,,
call 0x2678,"rgb(228, 178, 147)",,,,
+ 0x452],"rgb(228, 177, 148)",,,,
rcx 0xffffffff80000000,"rgb(228, 176, 149)",,,,
rsp 0x4b8,"rgb(228, 175, 150)",,,,
0x29] r14,"rgb(228, 174, 151)",,,,
0x29] r12,"rgb(228, 173, 152)",,,,
+ 0x24c],"rgb(228, 172, 153)",,,,
call 0x62e3,"rgb(228, 171, 154)",,,,
je 0x10e0,"rgb(228, 170, 155)",,,,
je 0x1e20,"rgb(228, 169, 156)",,,,
je 0x303f,"rgb(228, 168, 157)",,,,
0x198] rax,"rgb(228, 167, 158)",,,,
je 0x44c0,"rgb(228, 166, 159)",,,,
call 0x7060,"rgb(228, 165, 160)",,,,
je 0x2fa0,"rgb(227, 191, 135)",,,,
0x24] r9d,"rgb(227, 190, 136)",,,,
call 0x14750,"rgb(227, 189, 137)",,,,
- 0x254],"rgb(227, 188, 138)",,,,
+ 0x84f],"rgb(227, 187, 139)",,,,
0x24] 0x10,"rgb(227, 186, 140)",,,,
jne 0x3b2d,"rgb(227, 185, 141)",,,,
je 0x45b0,"rgb(227, 184, 142)",,,,
setns bl,"rgb(227, 183, 143)",,,,
shl r15d,"rgb(227, 182, 144)",,,,
je 0x78a0,"rgb(227, 181, 145)",,,,
call 0x11840,"rgb(227, 180, 146)",,,,
+ 0x8048],"rgb(227, 179, 147)",,,,
je 0x2f70,"rgb(227, 178, 148)",,,,
+ 0x1028],"rgb(227, 177, 149)",,,,
+ 0x640],"rgb(227, 176, 150)",,,,
jmp 0x1fbd8,"rgb(227, 175, 151)",,,,
0x2f] 0xf,"rgb(227, 174, 152)",,,,
jmp r10,"rgb(227, 173, 153)",,,,
je 0x3ec0,"rgb(227, 172, 154)",,,,
ecx 0x100000,"rgb(227, 171, 155)",,,,
je 0x2540,"rgb(227, 170, 156)",,,,
je 0x2480,"rgb(227, 169, 157)",,,,
paddd xmm8,"rgb(227, 168, 158)",,,,
sar r11d,"rgb(227, 167, 159)",,,,
r8b bpl,"rgb(227, 166, 160)",,,,
ebx [r9,"rgb(227, 165, 161)",,,,
0x220] eax,"rgb(226, 192, 135)",,,,
call 0xc134,"rgb(226, 191, 136)",,,,
call 0x6b05,"rgb(226, 190, 137)",,,,
call 0x71a0,"rgb(226, 189, 138)",,,,
ptr [0x13010b39],"rgb(226, 188, 139)",,,,
+ 0x1440],"rgb(226, 187, 140)",,,,
call 0xbd60,"rgb(226, 186, 141)",,,,
0x1ac8] eax,"rgb(226, 185, 142)",,,,
pmulhw mm0,"rgb(226, 184, 143)",,,,
ptr [0x408010],"rgb(226, 183, 144)",,,,
0x1f0] rax,"rgb(226, 182, 145)",,,,
psrld xmm1,"rgb(226, 181, 146)",,,,
call 0x68d0,"rgb(226, 180, 147)",,,,
+ 0xab8],"rgb(226, 179, 148)",,,,
0x48] bx,"rgb(226, 178, 149)",,,,
call 0x7c10,"rgb(226, 177, 150)",,,,
0x48] ax,"rgb(226, 176, 151)",,,,
r14d [rax,"rgb(226, 175, 152)",,,,
call 0x7bb0,"rgb(226, 174, 153)",,,,
je 0xed20,"rgb(226, 173, 154)",,,,
0x44] r11d,"rgb(226, 172, 155)",,,,
ebx 0xe,"rgb(226, 171, 156)",,,,
call 0x6e50,"rgb(226, 170, 157)",,,,
ecx 0x103,"rgb(226, 169, 158)",,,,
rsp 0x428,"rgb(226, 168, 159)",,,,
call 0x62b0,"rgb(226, 167, 160)",,,,
0x238] rax,"rgb(226, 166, 161)",,,,
0x238] 0xf,"rgb(226, 165, 162)",,,,
0x1c] r11d,"rgb(225, 193, 135)",,,,
r14d ax,"rgb(225, 192, 136)",,,,
movsx r11d,"rgb(225, 191, 137)",,,,
r15d 0xd,"rgb(225, 190, 138)",,,,
0x128] 0,"rgb(225, 189, 139)",,,,
0x58] -1,"rgb(225, 188, 140)",,,,
+ 0x156],"rgb(225, 187, 141)",,,,
call 0x458c,"rgb(225, 186, 142)",,,,
0x50] ebp,"rgb(225, 185, 143)",,,,
+ 0x4d4],"rgb(225, 184, 144)",,,,
por xmm3,"rgb(225, 183, 145)",,,,
jne 0x4028,"rgb(225, 182, 146)",,,,
call 0x6b99,"rgb(225, 181, 147)",,,,
je 0x2a76,"rgb(225, 180, 148)",,,,
+ 0x1a4],"rgb(225, 179, 149)",,,,
jmp 0x1ec7,"rgb(225, 178, 150)",,,,
call 0x4ca8,"rgb(225, 177, 151)",,,,
call 0x48dc,"rgb(225, 176, 152)",,,,
jne 0x1e51,"rgb(225, 175, 153)",,,,
mov r9w,"rgb(225, 174, 154)",,,,
call 0x49900,"rgb(225, 173, 155)",,,,
call 0x4b20,"rgb(225, 172, 156)",,,,
