Term,RGB,,,,
call 0x1d7c0,"rgb(217, 192, 162)",,,,
rol r12d,"rgb(217, 191, 163)",,,,
0xc0] 0,"rgb(217, 190, 164)",,,,
2] ax,"rgb(217, 189, 165)",,,,
0x14] 8,"rgb(216, 195, 160)",,,,
cmp r11b,"rgb(216, 194, 161)",,,,
rorx r13d,"rgb(216, 193, 162)",,,,
eax 0x1b,"rgb(216, 192, 163)",,,,
call 0x11f30,"rgb(216, 191, 164)",,,,
- 7],"rgb(216, 190, 165)",,,,
rsp 0x120,"rgb(215, 195, 161)",,,,
r10d 8,"rgb(215, 194, 162)",,,,
call 0x20ff6,"rgb(215, 193, 163)",,,,
push 0x22,"rgb(215, 192, 164)",,,,
call 0x49b0,"rgb(215, 191, 165)",,,,
rdx 0,"rgb(214, 195, 162)",,,,
0x10] al,"rgb(214, 194, 163)",,,,
call 0x10ea0,"rgb(214, 193, 164)",,,,
[rax] r11d,"rgb(214, 192, 165)",,,,
[rax] bh,"rgb(213, 195, 163)",,,,
0x28] al,"rgb(213, 194, 164)",,,,
call 0x1400,"rgb(213, 193, 165)",,,,
ebx 0x16,"rgb(212, 195, 164)",,,,
eax [r12,"rgb(212, 194, 165)",,,,
movq r9,"rgb(211, 195, 165)",,,,
r9d 5,"rgb(235, 195, 140)",,,,
ecx 0x1000,"rgb(235, 194, 141)",,,,
r13] al,"rgb(235, 193, 142)",,,,
or r14,"rgb(235, 192, 143)",,,,
rdx] 0,"rgb(235, 191, 144)",,,,
rbx 5,"rgb(235, 190, 145)",,,,
rdi 0xfffffffffffffff8,"rgb(235, 189, 146)",,,,
call 0xa4fc,"rgb(235, 188, 147)",,,,
0x22] al,"rgb(235, 187, 148)",,,,
call 0x24e0,"rgb(235, 186, 149)",,,,
call 0x50b0,"rgb(235, 185, 150)",,,,
call 0x4660,"rgb(235, 184, 151)",,,,
r15d r10d,"rgb(235, 183, 152)",,,,
[rcx] 0xa,"rgb(235, 182, 153)",,,,
2] 0x30,"rgb(235, 181, 154)",,,,
cmova rbx,"rgb(235, 180, 155)",,,,
+ 0x52],"rgb(235, 179, 156)",,,,
r10d r11d,"rgb(235, 178, 157)",,,,
r12d r15d,"rgb(235, 177, 158)",,,,
r9d 6,"rgb(235, 176, 159)",,,,
+ 0x2b8],"rgb(235, 175, 160)",,,,
0x1c] edx,"rgb(235, 174, 161)",,,,
cmp r10b,"rgb(235, 173, 162)",,,,
rdx] al,"rgb(235, 172, 163)",,,,
cmovb rdi,"rgb(235, 171, 164)",,,,
al 0x2e,"rgb(235, 170, 165)",,,,
rax 0x19,"rgb(234, 195, 141)",,,,
r8d 0xe,"rgb(234, 194, 142)",,,,
ecx 0x800,"rgb(234, 193, 143)",,,,
call 0x17a0,"rgb(234, 192, 144)",,,,
+ 0x2f0],"rgb(234, 191, 145)",,,,
0x38] 0xf,"rgb(234, 190, 146)",,,,
+ 0x3a8],"rgb(234, 189, 147)",,,,
0x58] 7,"rgb(234, 188, 148)",,,,
call 0x2f10,"rgb(234, 187, 149)",,,,
call 0x12e0,"rgb(234, 186, 150)",,,,
edx 0x3f,"rgb(234, 185, 151)",,,,
ecx 0x1e,"rgb(234, 184, 152)",,,,
xor sil,"rgb(234, 183, 153)",,,,
call 0x12a0,"rgb(234, 182, 154)",,,,
edx 0x1b,"rgb(234, 181, 155)",,,,
+ 0x39],"rgb(234, 180, 156)",,,,
call 0x1540,"rgb(234, 179, 157)",,,,
0x50] r14,"rgb(234, 178, 158)",,,,
+ 0xe5d6],"rgb(234, 177, 159)",,,,
r11 rbx,"rgb(234, 176, 160)",,,,
0x60] rdi,"rgb(234, 175, 161)",,,,
+ 0x3f0],"rgb(234, 174, 162)",,,,
0x39] 0,"rgb(234, 173, 163)",,,,
+ 0x348],"rgb(234, 172, 164)",,,,
edx 0x62,"rgb(234, 171, 165)",,,,
call 0x14e810,"rgb(233, 195, 142)",,,,
sar rdi,"rgb(233, 194, 143)",,,,
r8b 9,"rgb(233, 193, 144)",,,,
1] 0x30,"rgb(233, 192, 145)",,,,
je 0xce78,"rgb(233, 191, 146)",,,,
call 0x4350,"rgb(233, 190, 147)",,,,
rcx 5,"rgb(233, 189, 148)",,,,
+ 0x248],"rgb(233, 188, 149)",,,,
ptr [ecx*4,"rgb(233, 187, 150)",,,,
r8d [rsi,"rgb(233, 186, 151)",,,,
call 0x16a40,"rgb(233, 185, 152)",,,,
call 0x5d30,"rgb(233, 184, 153)",,,,
ptr [0x414234],"rgb(233, 183, 154)",,,,
mov r15b,"rgb(233, 182, 155)",,,,
4] 0x30,"rgb(233, 181, 156)",,,,
call 0x1db20,"rgb(233, 180, 157)",,,,
r10d 2,"rgb(233, 179, 158)",,,,
ror rdi,"rgb(233, 178, 159)",,,,
sete sil,"rgb(233, 177, 160)",,,,
xmm8 xmmword,"rgb(233, 176, 161)",,,,
ror r8d,"rgb(233, 175, 162)",,,,
#NAME?,"rgb(233, 174, 163)",,,,
+ 0x320],"rgb(233, 173, 164)",,,,
call 0x120d0,"rgb(233, 172, 165)",,,,
+ 0x30d60],"rgb(232, 195, 143)",,,,
call 0x2550,"rgb(232, 194, 144)",,,,
call 0x152dc0,"rgb(232, 193, 145)",,,,
call 0x4250,"rgb(232, 192, 146)",,,,
0x60] r15d,"rgb(232, 191, 147)",,,,
call 0x5810,"rgb(232, 190, 148)",,,,
r11d r10d,"rgb(232, 189, 149)",,,,
+ 0xe00f8],"rgb(232, 188, 150)",,,,
1] 0x6c,"rgb(232, 187, 151)",,,,
0x40] rbp,"rgb(232, 186, 152)",,,,
call 0x6160,"rgb(232, 185, 153)",,,,
call 0x18b0,"rgb(232, 184, 154)",,,,
+ r12*2],"rgb(232, 183, 155)",,,,
je 0xdd9a,"rgb(232, 182, 156)",,,,
r9 dword,"rgb(232, 181, 157)",,,,
- 0xa1],"rgb(232, 180, 158)",,,,
call 0x1cfc0,"rgb(232, 179, 159)",,,,
- 0xaa],"rgb(232, 178, 160)",,,,
call 0x45d0,"rgb(232, 177, 161)",,,,
+ 0x448],"rgb(232, 176, 162)",,,,
al 0x2b,"rgb(232, 175, 163)",,,,
r11] 0,"rgb(232, 174, 164)",,,,
0x30] edx,"rgb(232, 173, 165)",,,,
rbp [rbx,"rgb(231, 195, 144)",,,,
call 0x4244,"rgb(231, 194, 145)",,,,
r10d r10b,"rgb(231, 193, 146)",,,,
dl 0x54,"rgb(231, 192, 147)",,,,
call 0x1a820,"rgb(231, 191, 148)",,,,
#NAME?,"rgb(231, 190, 149)",,,,
0x1c] edi,"rgb(231, 189, 150)",,,,
fucomi st(1),"rgb(231, 188, 151)",,,,
movsx rcx,"rgb(231, 187, 152)",,,,
call 0x4bf0,"rgb(231, 186, 153)",,,,
esp [ebp,"rgb(231, 185, 154)",,,,
r8d 0x2000,"rgb(231, 184, 155)",,,,
cmovle ebx,"rgb(231, 183, 156)",,,,
eax [r13,"rgb(231, 182, 157)",,,,
0x25] al,"rgb(231, 181, 158)",,,,
r10 r12,"rgb(231, 180, 159)",,,,
0x18] r9,"rgb(231, 179, 160)",,,,
sar rbx,"rgb(231, 178, 161)",,,,
0x6c] 0,"rgb(231, 177, 162)",,,,
al 0x46,"rgb(231, 176, 163)",,,,
call 0x5390,"rgb(231, 175, 164)",,,,
+ 0x62],"rgb(231, 174, 165)",,,,
andn edi,"rgb(230, 195, 145)",,,,
0xe0] rax,"rgb(230, 194, 146)",,,,
call 0xa0a0,"rgb(230, 193, 147)",,,,
cmove ebx,"rgb(230, 192, 148)",,,,
call 0x3724,"rgb(230, 191, 149)",,,,
call 0x17a8,"rgb(230, 190, 150)",,,,
r15d [rbx,"rgb(230, 189, 151)",,,,
+ 0x258],"rgb(230, 188, 152)",,,,
edi +,"rgb(230, 187, 153)",,,,
+ 0x56],"rgb(230, 186, 154)",,,,
esi 0xf,"rgb(230, 185, 155)",,,,
0x10] xmm3,"rgb(230, 184, 156)",,,,
call 0x4330,"rgb(230, 183, 157)",,,,
edi 0xf,"rgb(230, 182, 158)",,,,
[rdx] 0x5a4d,"rgb(230, 181, 159)",,,,
0x30] esi,"rgb(230, 180, 160)",,,,
0x18] 2,"rgb(230, 179, 161)",,,,
+ 0x13e8],"rgb(230, 178, 162)",,,,
call 0x6d10,"rgb(230, 177, 163)",,,,
xmm6 xmm11,"rgb(230, 176, 164)",,,,
al 0x19,"rgb(230, 175, 165)",,,,
+ 0x1008],"rgb(229, 195, 146)",,,,
+ 0x3fb],"rgb(229, 194, 147)",,,,
[rbx] 0xe06d7363,"rgb(229, 193, 148)",,,,
1] 0x74,"rgb(229, 192, 149)",,,,
call 0x1a9e0,"rgb(229, 191, 150)",,,,
0x18] 0x101,"rgb(229, 190, 151)",,,,
r11 4,"rgb(229, 189, 152)",,,,
call 0x45bb0,"rgb(229, 188, 153)",,,,
jmp 0x15f8,"rgb(229, 187, 154)",,,,
rdi 0xffffffffffffffe0,"rgb(229, 186, 155)",,,,
setne dil,"rgb(229, 185, 156)",,,,
sub r15d,"rgb(229, 184, 157)",,,,
call 0x48d0,"rgb(229, 183, 158)",,,,
call 0x12bbc,"rgb(229, 182, 159)",,,,
call 0x9298,"rgb(229, 181, 160)",,,,
r11d r8d,"rgb(229, 180, 161)",,,,
pushal,"rgb(229, 179, 162)",,,,
ecx 0x5b,"rgb(229, 178, 163)",,,,
call 0x7b90,"rgb(229, 177, 164)",,,,
call 0x886b,"rgb(229, 176, 165)",,,,
call 0x15d0,"rgb(228, 195, 147)",,,,
edx 0x6e,"rgb(228, 194, 148)",,,,
0x140] rax,"rgb(228, 193, 149)",,,,
+ 0x4c0],"rgb(228, 192, 150)",,,,
0xc8] 0,"rgb(228, 191, 151)",,,,
0x70] rcx,"rgb(228, 190, 152)",,,,
- 0x1d0],"rgb(228, 189, 153)",,,,
eax 0x22,"rgb(228, 188, 154)",,,,
call 0x2ada4,"rgb(228, 187, 155)",,,,
+ 0x310],"rgb(228, 186, 156)",,,,
call 0xb978,"rgb(228, 185, 157)",,,,
rsi*8 +,"rgb(228, 184, 158)",,,,
rbp [rsi,"rgb(228, 183, 159)",,,,
edi 0x17,"rgb(228, 182, 160)",,,,
call 0x48b0,"rgb(228, 181, 161)",,,,
vpxor xmm6,"rgb(228, 180, 162)",,,,
call 0x82e0,"rgb(228, 179, 163)",,,,
eax 0x1c0,"rgb(228, 178, 164)",,,,
call 0x44a0,"rgb(228, 177, 165)",,,,
r12d -1,"rgb(227, 195, 148)",,,,
rbp r14,"rgb(227, 194, 149)",,,,
call 0x1cdc0,"rgb(227, 193, 150)",,,,
jmp 0x15df,"rgb(227, 192, 151)",,,,
cl 0x21,"rgb(227, 191, 152)",,,,
+ 0x4a8],"rgb(227, 190, 153)",,,,
eax -,"rgb(227, 189, 154)",,,,
rcx] 0x5c,"rgb(227, 188, 155)",,,,
call 0x1734,"rgb(227, 187, 156)",,,,
edi [rax,"rgb(227, 186, 157)",,,,
eax 0x64,"rgb(227, 185, 158)",,,,
0x18] r13,"rgb(227, 184, 159)",,,,
shr r14d,"rgb(227, 183, 160)",,,,
0x10] 2,"rgb(227, 182, 161)",,,,
edx -,"rgb(227, 181, 162)",,,,
call 0x4470,"rgb(227, 180, 163)",,,,
#NAME?,"rgb(227, 179, 164)",,,,
call 0x2950,"rgb(227, 178, 165)",,,,
call 0x5490,"rgb(226, 195, 149)",,,,
bt rcx,"rgb(226, 194, 150)",,,,
dl 0x55,"rgb(226, 193, 151)",,,,
r9 2,"rgb(226, 192, 152)",,,,
edx 0x66,"rgb(226, 191, 153)",,,,
call 0xb770,"rgb(226, 190, 154)",,,,
+ r9*8],"rgb(226, 189, 155)",,,,
1] 0x3f,"rgb(226, 188, 156)",,,,
0x10] 8,"rgb(226, 187, 157)",,,,
call 0x41c8,"rgb(226, 186, 158)",,,,
r9 [rsi,"rgb(226, 185, 159)",,,,
0x28] r13d,"rgb(226, 184, 160)",,,,
inc r10,"rgb(226, 183, 161)",,,,
0xd8] rax,"rgb(226, 182, 162)",,,,
0x80] xmm0,"rgb(226, 181, 163)",,,,
[r14] 0x22,"rgb(226, 180, 164)",,,,
dl 0x42,"rgb(226, 179, 165)",,,,
rax] dil,"rgb(225, 195, 150)",,,,
outsw dx,"rgb(225, 194, 151)",,,,
rdx -1,"rgb(225, 193, 152)",,,,
call 0xb170,"rgb(225, 192, 153)",,,,
call 0x4360,"rgb(225, 191, 154)",,,,
r10 [rdx,"rgb(225, 190, 155)",,,,
call 0x1590,"rgb(225, 189, 156)",,,,
call 0x102a0,"rgb(225, 188, 157)",,,,
cmovne r9,"rgb(225, 187, 158)",,,,
r10d r12d,"rgb(225, 186, 159)",,,,
vpxor xmm4,"rgb(225, 185, 160)",,,,
rax 0x400000000000000,"rgb(225, 184, 161)",,,,
cmp r15b,"rgb(225, 183, 162)",,,,
0x88] 1,"rgb(225, 182, 163)",,,,
shr r10b,"rgb(225, 181, 164)",,,,
jmp 0xda5d,"rgb(225, 180, 165)",,,,
r11b r11b,"rgb(224, 195, 151)",,,,
0x18] edi,"rgb(224, 194, 152)",,,,
2] 0x22,"rgb(224, 193, 153)",,,,
rsi [r14,"rgb(224, 192, 154)",,,,
cmove edx,"rgb(224, 191, 155)",,,,
r15d ebx,"rgb(224, 190, 156)",,,,
call 0x43b0,"rgb(224, 189, 157)",,,,
0x284] r13d,"rgb(224, 188, 158)",,,,
- 0x27d8],"rgb(224, 187, 159)",,,,
- 0x27c3],"rgb(224, 186, 160)",,,,
rax 0xb,"rgb(224, 185, 161)",,,,
0x78] rbx,"rgb(224, 184, 162)",,,,
rsp 0xd8,"rgb(224, 183, 163)",,,,
r14d r15d,"rgb(224, 182, 164)",,,,
call 0x3230,"rgb(224, 181, 165)",,,,
rcx 0x27,"rgb(223, 195, 152)",,,,
1] 0x22,"rgb(223, 194, 153)",,,,
call 0x4460,"rgb(223, 193, 154)",,,,
rbx [r13,"rgb(223, 192, 155)",,,,
shr r14,"rgb(223, 191, 156)",,,,
rbx 0x18,"rgb(223, 190, 157)",,,,
2] 0x31,"rgb(223, 189, 158)",,,,
sete dil,"rgb(223, 188, 159)",,,,
0x19] sil,"rgb(223, 187, 160)",,,,
ebx 0x61,"rgb(223, 186, 161)",,,,
sbb rax,"rgb(223, 185, 162)",,,,
0x68] 2,"rgb(223, 184, 163)",,,,
rdx 7,"rgb(223, 183, 164)",,,,
0xd0] 0,"rgb(223, 182, 165)",,,,
jmp rcx,"rgb(222, 195, 153)",,,,
[r14] eax,"rgb(222, 194, 154)",,,,
call 0x4150,"rgb(222, 193, 155)",,,,
eax 0x14,"rgb(222, 192, 156)",,,,
call 0x1110,"rgb(222, 191, 157)",,,,
[rax] 0xb,"rgb(222, 190, 158)",,,,
rbx 0x7ffffffffffffffe,"rgb(222, 189, 159)",,,,
edx [ecx,"rgb(222, 188, 160)",,,,
0x4c] 0xffffffff,"rgb(222, 187, 161)",,,,
rcx 0xbba00000148,"rgb(222, 186, 162)",,,,
call 0x20f68,"rgb(222, 185, 163)",,,,
0x64] eax,"rgb(222, 184, 164)",,,,
rax 0xfffffffffffffffe,"rgb(222, 183, 165)",,,,
call 0x14af0,"rgb(221, 195, 154)",,,,
call 0x4f80,"rgb(221, 194, 155)",,,,
rdx byte,"rgb(221, 193, 156)",,,,
ecx 0x2d,"rgb(221, 192, 157)",,,,
esp 0xfffffff8,"rgb(221, 191, 158)",,,,
ebx +,"rgb(221, 190, 159)",,,,
r12 2,"rgb(221, 189, 160)",,,,
0x28] r10,"rgb(221, 188, 161)",,,,
r12 [rcx,"rgb(221, 187, 162)",,,,
0x1318] eax,"rgb(221, 186, 163)",,,,
call 0xb400,"rgb(221, 185, 164)",,,,
rsi 0xbba00000148,"rgb(221, 184, 165)",,,,
[r9] rbx,"rgb(220, 195, 155)",,,,
sar rsi,"rgb(220, 194, 156)",,,,
+ 0x4a],"rgb(220, 193, 157)",,,,
6] 0x30,"rgb(220, 192, 158)",,,,
edi [esi,"rgb(220, 191, 159)",,,,
0x24] r11d,"rgb(220, 190, 160)",,,,
ecx*4 -,"rgb(220, 189, 161)",,,,
5] 0x33,"rgb(220, 188, 162)",,,,
rax 0x22,"rgb(220, 187, 163)",,,,
r15d r13d,"rgb(220, 186, 164)",,,,
call 0x65f8,"rgb(220, 185, 165)",,,,
call 0x7293,"rgb(219, 195, 156)",,,,
rdi [r8,"rgb(219, 194, 157)",,,,
4] 0x38,"rgb(219, 193, 158)",,,,
cmovo rax,"rgb(219, 192, 159)",,,,
call 0x14450,"rgb(219, 191, 160)",,,,
3] 0x38,"rgb(219, 190, 161)",,,,
+ 0x1000],"rgb(219, 189, 162)",,,,
3] 0x3f,"rgb(219, 188, 163)",,,,
call 0x2ad0,"rgb(219, 187, 164)",,,,
call 0x4e40,"rgb(219, 186, 165)",,,,
call 0xb440,"rgb(218, 195, 157)",,,,
shl r12,"rgb(218, 194, 158)",,,,
r9 xmm3,"rgb(218, 193, 159)",,,,
0x24] ebx,"rgb(218, 192, 160)",,,,
0,"rgb(218, 191, 161)",,,,
0x284] r11d,"rgb(218, 190, 162)",,,,
call 0x20000,"rgb(218, 189, 163)",,,,
pslldq xmm0,"rgb(218, 188, 164)",,,,
sete byte,"rgb(218, 187, 165)",,,,
call 0x7be8,"rgb(217, 195, 158)",,,,
r12d 0xc,"rgb(217, 194, 159)",,,,
r12 r10,"rgb(217, 193, 160)",,,,
+ 0x690],"rgb(217, 192, 161)",,,,
call 0x4230,"rgb(217, 191, 162)",,,,
[rax] r12,"rgb(217, 190, 163)",,,,
0x26] bl,"rgb(217, 189, 164)",,,,
+ 0x4f0],"rgb(217, 188, 165)",,,,
[r8] 0x4550,"rgb(216, 195, 159)",,,,
call 0x2337c,"rgb(216, 194, 160)",,,,
call 0x12c30,"rgb(216, 193, 161)",,,,
0x10] 7,"rgb(216, 192, 162)",,,,
call 0x67a0,"rgb(216, 191, 163)",,,,
call 0x3e40,"rgb(216, 190, 164)",,,,
div r9,"rgb(216, 189, 165)",,,,
call 0x6a31,"rgb(215, 195, 160)",,,,
ebx 0x72,"rgb(215, 194, 161)",,,,
rax 0x5555555555555554,"rgb(215, 193, 162)",,,,
r14d 0x6f,"rgb(215, 192, 163)",,,,
r10 -,"rgb(215, 191, 164)",,,,
r9 [r13,"rgb(215, 190, 165)",,,,
0x70] r12,"rgb(214, 195, 161)",,,,
+ 0x100c],"rgb(214, 194, 162)",,,,
call 0x12390,"rgb(214, 193, 163)",,,,
8] xmm0,"rgb(214, 192, 164)",,,,
ebx [rcx,"rgb(214, 191, 165)",,,,
+ 0x2d0],"rgb(213, 195, 162)",,,,
r8*8 +,"rgb(213, 194, 163)",,,,
call 0x44d0,"rgb(213, 193, 164)",,,,
0x48] 0xf,"rgb(213, 192, 165)",,,,
edx 0x76,"rgb(212, 195, 163)",,,,
0xc] 2,"rgb(212, 194, 164)",,,,
call 0x9aa4,"rgb(212, 193, 165)",,,,
r13d 0x16,"rgb(211, 195, 164)",,,,
rdx*4 -,"rgb(211, 194, 165)",,,,
ebp 0xffffffff,"rgb(210, 195, 165)",,,,
call 0x3d80,"rgb(235, 195, 139)",,,,
call 0xbe50,"rgb(235, 194, 140)",,,,
rbp r12,"rgb(235, 193, 141)",,,,
r8d 0x12,"rgb(235, 192, 142)",,,,
call 0x2de0,"rgb(235, 191, 143)",,,,
call 0x9110,"rgb(235, 190, 144)",,,,
shl r13,"rgb(235, 189, 145)",,,,
0x18] esi,"rgb(235, 188, 146)",,,,
0x5c] 1,"rgb(235, 187, 147)",,,,
lodsd eax,"rgb(235, 186, 148)",,,,
+ 0x4a0],"rgb(235, 185, 149)",,,,
+ 0x5d0],"rgb(235, 184, 150)",,,,
eax 0xe,"rgb(235, 183, 151)",,,,
0x40] ebx,"rgb(235, 182, 152)",,,,
1] 0x20,"rgb(235, 181, 153)",,,,
r8 0x5555555555555553,"rgb(235, 180, 154)",,,,
adc rdx,"rgb(235, 179, 155)",,,,
0x70] r15,"rgb(235, 178, 156)",,,,
cmovne rcx,"rgb(235, 177, 157)",,,,
0x38] sil,"rgb(235, 176, 158)",,,,
0x10] r10,"rgb(235, 175, 159)",,,,
[rax] 0x3a,"rgb(235, 174, 160)",,,,
call 0x4c5c,"rgb(235, 173, 161)",,,,
rdi 0x20,"rgb(235, 172, 162)",,,,
0x30] 2,"rgb(235, 171, 163)",,,,
r13d 0x22,"rgb(235, 170, 164)",,,,
call 0x84e0,"rgb(235, 169, 165)",,,,
dl 0x47,"rgb(234, 195, 140)",,,,
0,"rgb(234, 194, 141)",,,,
call 0x1fd0,"rgb(234, 193, 142)",,,,
call 0xa350,"rgb(234, 192, 143)",,,,
ebx 0x66,"rgb(234, 191, 144)",,,,
mul rdi,"rgb(234, 190, 145)",,,,
ebx 0x62,"rgb(234, 189, 146)",,,,
rsp 0x148,"rgb(234, 188, 147)",,,,
+ r10*8],"rgb(234, 187, 148)",,,,
call 0xef88,"rgb(234, 186, 149)",,,,
call 0x1a10,"rgb(234, 185, 150)",,,,
r13] 0x30,"rgb(234, 184, 151)",,,,
call 0x1580,"rgb(234, 183, 152)",,,,
ebx 0x1f,"rgb(234, 182, 153)",,,,
0x70] rdx,"rgb(234, 181, 154)",,,,
0x22] sil,"rgb(234, 180, 155)",,,,
call 0x13160,"rgb(234, 179, 156)",,,,
rcx] 0,"rgb(234, 178, 157)",,,,
0x38] r8d,"rgb(234, 177, 158)",,,,
0x22] r12b,"rgb(234, 176, 159)",,,,
- 0xa],"rgb(234, 175, 160)",,,,
eax 0x50,"rgb(234, 174, 161)",,,,
xmm7 8,"rgb(234, 173, 162)",,,,
r12 -,"rgb(234, 172, 163)",,,,
dl 0x1d,"rgb(234, 171, 164)",,,,
0x21] cl,"rgb(234, 170, 165)",,,,
[rdi] r8,"rgb(233, 195, 141)",,,,
1] 0x2d,"rgb(233, 194, 142)",,,,
call 0x7940,"rgb(233, 193, 143)",,,,
call 0x7b60,"rgb(233, 192, 144)",,,,
ebx 0x6e,"rgb(233, 191, 145)",,,,
call 0x24e30,"rgb(233, 190, 146)",,,,
call 0x231a0,"rgb(233, 189, 147)",,,,
esi 0x1f,"rgb(233, 188, 148)",,,,
0x40] r10b,"rgb(233, 187, 149)",,,,
rbx [r8,"rgb(233, 186, 150)",,,,
rol r8d,"rgb(233, 185, 151)",,,,
+ 0xec],"rgb(233, 184, 152)",,,,
+ 0x1710],"rgb(233, 183, 153)",,,,
- 0x21c],"rgb(233, 182, 154)",,,,
edx 0x14,"rgb(233, 181, 155)",,,,
r9d 0x7e4,"rgb(233, 180, 156)",,,,
rcx 0x20000002b,"rgb(233, 179, 157)",,,,
push 0x16,"rgb(233, 178, 158)",,,,
r9d [rcx,"rgb(233, 177, 159)",,,,
r14 [rcx,"rgb(233, 176, 160)",,,,
eax 0x7f000000,"rgb(233, 175, 161)",,,,
r15d r12d,"rgb(233, 174, 162)",,,,
0x60] 0x43,"rgb(233, 173, 163)",,,,
0x60] 0x49534f50,"rgb(233, 172, 164)",,,,
- 0x100],"rgb(233, 171, 165)",,,,
0x27] r10b,"rgb(232, 195, 142)",,,,
rsi [rsi,"rgb(232, 194, 143)",,,,
0xf0] rax,"rgb(232, 193, 144)",,,,
bnd jne,"rgb(232, 192, 145)",,,,
neg rcx,"rgb(232, 191, 146)",,,,
call 0x66e0,"rgb(232, 190, 147)",,,,
call 0x1aaf0,"rgb(232, 189, 148)",,,,
[rdx] ax,"rgb(232, 188, 149)",,,,
[r12] rsi,"rgb(232, 187, 150)",,,,
ebx 0x76,"rgb(232, 186, 151)",,,,
0x5c] 0x58,"rgb(232, 185, 152)",,,,
esi [rsi,"rgb(232, 184, 153)",,,,
r15 r10,"rgb(232, 183, 154)",,,,
r13] 0x3f,"rgb(232, 182, 155)",,,,
call 0x9268,"rgb(232, 181, 156)",,,,
0x80] 1,"rgb(232, 180, 157)",,,,
0x60] r11,"rgb(232, 179, 158)",,,,
[r14] 0x27,"rgb(232, 178, 159)",,,,
+ 0xe4],"rgb(232, 177, 160)",,,,
[r14] 1,"rgb(232, 176, 161)",,,,
ptr [0x41b004],"rgb(232, 175, 162)",,,,
rax 0x8000000000000000,"rgb(232, 174, 163)",,,,
8] 0xc,"rgb(232, 173, 164)",,,,
call 0x1500,"rgb(232, 172, 165)",,,,
call 0x14df0,"rgb(231, 195, 143)",,,,
r9d r9b,"rgb(231, 194, 144)",,,,
eax*4 +,"rgb(231, 193, 145)",,,,
+ 0x2a],"rgb(231, 192, 146)",,,,
call 0xb4b0,"rgb(231, 191, 147)",,,,
call 0x6dae,"rgb(231, 190, 148)",,,,
eax 0xfffffff0,"rgb(231, 189, 149)",,,,
andn esi,"rgb(231, 188, 150)",,,,
[rdx] r8,"rgb(231, 187, 151)",,,,
call 0x8dd0,"rgb(231, 186, 152)",,,,
cmp r8w,"rgb(231, 185, 153)",,,,
call 0x540c,"rgb(231, 184, 154)",,,,
r15d r9d,"rgb(231, 183, 155)",,,,
call 0x10220,"rgb(231, 182, 156)",,,,
call 0xdb00,"rgb(231, 181, 157)",,,,
r8d 0x98,"rgb(231, 180, 158)",,,,
0x20] r14d,"rgb(231, 179, 159)",,,,
cmovae rdi,"rgb(231, 178, 160)",,,,
r14 rbp,"rgb(231, 177, 161)",,,,
0x90] 1,"rgb(231, 176, 162)",,,,
0x38] ecx,"rgb(231, 175, 163)",,,,
[edx*4 +,"rgb(231, 174, 164)",,,,
[rsi] dword,"rgb(231, 173, 165)",,,,
r8d 0x1b,"rgb(230, 195, 144)",,,,
edx 0xf000,"rgb(230, 194, 145)",,,,
+ 0x5e],"rgb(230, 193, 146)",,,,
call 0x1fac0,"rgb(230, 192, 147)",,,,
call 0x2af0,"rgb(230, 191, 148)",,,,
cvttsd2si edx,"rgb(230, 190, 149)",,,,
call 0x9530,"rgb(230, 189, 150)",,,,
call 0x7930,"rgb(230, 188, 151)",,,,
0x64] 0,"rgb(230, 187, 152)",,,,
dec rbx,"rgb(230, 186, 153)",,,,
call 0x4490,"rgb(230, 185, 154)",,,,
ecx [edx,"rgb(230, 184, 155)",,,,
call 0x1230,"rgb(230, 183, 156)",,,,
ecx [r9,"rgb(230, 182, 157)",,,,
call 0x4a90,"rgb(230, 181, 158)",,,,
+ 0x480],"rgb(230, 180, 159)",,,,
call 0xc920,"rgb(230, 179, 160)",,,,
call 0x14c0,"rgb(230, 178, 161)",,,,
al 0x42,"rgb(230, 177, 162)",,,,
al 0x25,"rgb(230, 176, 163)",,,,
r11d 0x2d,"rgb(230, 175, 164)",,,,
rcx 0xffffffffffff,"rgb(230, 174, 165)",,,,
al 0xa0,"rgb(229, 195, 145)",,,,
al 0x90,"rgb(229, 194, 146)",,,,
0x38] 0xfffffffffffffffe,"rgb(229, 193, 147)",,,,
eax*2 +,"rgb(229, 192, 148)",,,,
+ 0x330],"rgb(229, 191, 149)",,,,
rdx xmm0,"rgb(229, 190, 150)",,,,
ror rsi,"rgb(229, 189, 151)",,,,
0xc0] 1,"rgb(229, 188, 152)",,,,
call 0x175c0,"rgb(229, 187, 153)",,,,
call 0x2b90,"rgb(229, 186, 154)",,,,
call 0xb6a4,"rgb(229, 185, 155)",,,,
shl r10,"rgb(229, 184, 156)",,,,
call 0x4900,"rgb(229, 183, 157)",,,,
2] 4,"rgb(229, 182, 158)",,,,
edx 0x8000,"rgb(229, 181, 159)",,,,
inc r9,"rgb(229, 180, 160)",,,,
call 0x5a64,"rgb(229, 179, 161)",,,,
call 0x1ae0,"rgb(229, 178, 162)",,,,
0x8c] eax,"rgb(229, 177, 163)",,,,
4] r8d,"rgb(229, 176, 164)",,,,
- 0xe],"rgb(229, 175, 165)",,,,
rorx ebx,"rgb(228, 195, 146)",,,,
4] 4,"rgb(228, 194, 147)",,,,
